67	92	Hare Krishna! The Mantra, the Movement and the Swami Who Started it All	Abr.	$5,775	+327.8%	1	-1	$5,775	$50,250	-	4
68	76	Manifesto (2017)	FR	$5,470	+52.9%	7	+1	$781	$132,485	-	9
69	67	Under the Sea 3D	WB	$5,054	+0.8%	4	-	$1,264	$35,491,380	-	439
70	81	Born to Be Wild (IMAX)	WB	$4,913	+83.5%	8	+2	$614	$25,450,364	-	327
71	47	Chasing Trane: The John Coltrane Documentary	Abr.	$4,290	-72.0%	2	-5	$2,145	$381,256	-	13
72	62	Dawson City: Frozen Time	KL	$4,264	-35.9%	4	-2	$1,066	$68,762	-	41
73	N	Swim Team	Argo.	$4,024	-	1	-	$4,024	$4,024	-	1
74	56	Your Name.	FUN	$3,550	-52.7%	6	-3	$592	$5,011,168	-	14
75	65	The Lovers	A24	$3,529	-35.6%	6	-4	$588	$2,190,710	-	10
76	70	A Quiet Passion	MBox	$3,089	-27.2%	3	-4	$1,030	$1,864,266	-	13
77	71	Mali Blues	Icar.	$2,917	-29.0%	4	-	$729	$14,817	-	14
78	73	Il Boom (2017 re-release)	Rialto	$2,394	-36.1%	1	-	$2,394	$34,556	-	4
79	98	Harmonium	FM	$2,363	+255.3%	4	+3	$591	$13,174	-	4
80	93	Slack Bay	KL	$2,215	+72.8%	2	-1	$1,108	$60,316	-	18
81	61	Le Trou (2017 re-release)	Rialto	$2,134	-68.4%	1	-	$2,134	$17,096	-	2
82	63	I, Daniel Blake	IFC	$1,945	-65.0%	8	-8	$243	$252,282	-	6
83	80	Tomorrow	UTMW	$1,699	-36.9%	1	-1	$1,699	$47,101	-	18
84	105	Scum (2017 re-release)	KL	$1,284	+633.7%	1	-	$1,284	$5,405	-	4
85	85	Wakefield	IFC	$1,002	-46.8%	3	-3	$334	$251,987	-	8
86	77	Logan	Fox	$983	-69.4%	4	-7	$246	$226,276,809	$97	19
87	N	7 From Etheria	PDF	$940	-	1	-	$940	$940	-	1
88	88	Colossal	Neon	$901	-49.5%	2	-2	$451	$3,028,767	-	14
89	89	Restless Creature: Wendy Whelan	Abr.	$888	-37.8%	2	-	$444	$131,557	-	7
90	83	Food Evolution	Abr.	$848	-63.8%	2	-	$424	$8,359	-	3
91	91	Radio Dreams	Mats.	$837	-40.4%	4	-1	$209	$22,930	-	6
92	87	A Beginner's Guide to Snuff	Indic.	$794	-55.7%	2	-	$397	$10,595	-	3
93	90	The Death of Louis XIV	CGld	$756	-46.6%	1	-	$756	$42,694	-	15
94	42	In Pursuit of Silence	CGld	$749	-97.4%	1	-	$749	$12,262	-	3
95	84	Jasmine	Indic.	$709	-67.8%	1	-	$709	$17,177	-	4
96	-	Harold and Lillian: A Hollywood Love Story	Zeit.	$673	-	1	-	$673	$47,268	-	11
97	-	After the Storm	FM	$658	-	1	-	$658	$267,773	-	17
98	86	Like Crazy (2017)	Strand	$587	-67.8%	3	-2	$196	$106,321	-	10
99	96	Sacred	Argo.	$585	-23.0%	2	+1	$293	$17,740	-	10
100	101	Buster's Mal Heart	WGUSA	$540	+21.6%	1	-	$540	$72,622	-	11
101	109	Hubble 3D	WB	$540	+1,700.0%	1	-1	$540	$51,856,500	-	382
102	69	Obit.	KL	$481	-89.6%	3	-7	$160	$298,814	-	27
103	99	Hermia & Helena	KL	$459	-17.7%	2	-	$230	$35,949	-	7
104	79	All The Rage: Saved by Sarno	TFC	$403	-86.2%	1	-	$403	$18,489	-	3
105	-	A Woman's Life	KL	$294	-	2	-	$147	$36,838	-	10
106	107	Our President	CJ	$247	+243.1%	1	-1	$247	$37,660	-	6
107	95	The Skyjacker's Tale	Strand	$202	-81.6%	1	-	$202	$1,898	-	2
108	108	Champion	AAE	$71	+10.9%	1	-	$71	$175,232	-	8
109	-	The Transfiguration	Strand	$8	-	1	-	$8	$21,333	-	13
