38	34	Fences	Par.	$76,093	+17.1%	111	+17	$686	$57,642,961	$24	15
39	26	Moonlight (2016)	A24	$72,602	-70.1%	62	-218	$1,171	$27,685,072	$4	23
40	25	Rock Dog	LG/S	$60,968	-75.6%	122	-322	$500	$9,235,312	-	5
41	52	Frantz	MBox	$47,570	+153.8%	10	+8	$4,757	$79,811	-	2
42	32	The Salesman	Cohen	$46,905	-51.5%	35	-40	$1,340	$2,295,989	-	9
43	40	Paterson	BST	$46,834	-2.8%	36	-3	$1,301	$2,053,621	-	13
44	37	A Beautiful Planet	Imax	$44,784	-17.4%	17	-	$2,634	$9,572,481	-	48
45	43	The Women's Balcony	Men.	$34,120	-19.5%	15	-2	$2,275	$194,496	-	4
46	44	Land of Mine	SPC	$34,017	-10.3%	26	-12	$1,308	$298,306	-	15
47	33	Fantastic Beasts and Where To Find Them	WB	$32,784	-59.0%	88	-65	$373	$234,018,657	$180	19
48	57	The Red Turtle	SPC	$32,390	+128.8%	127	+105	$255	$828,165	-	10
49	41	The Founder	Wein.	$29,902	-36.5%	57	-45	$525	$12,710,444	-	10
50	47	After the Storm	FM	$23,500	-15.7%	10	+4	$2,350	$72,692	-	2
51	51	Neruda	Orch.	$20,555	+1.0%	19	-1	$1,082	$866,625	-	15
52	31	Table 19	FoxS	$17,124	-86.3%	33	-176	$519	$3,591,047	-	4
53	45	My Life as a Zucchini	GK	$15,895	-45.8%	34	-4	$468	$262,582	-	5
54	48	20th Century Women	A24	$14,742	-34.3%	14	-19	$1,053	$5,613,690	-	13
55	46	Manchester by the Sea	RAtt.	$13,085	-54.2%	23	-24	$569	$47,660,579	$9	19
56	N	I Called Him Morgan	SD	$12,902	-	1	-	$12,902	$12,902	-	1
57	54	Toni Erdmann	SPC	$11,104	-34.7%	16	-5	$694	$1,408,493	-	14
58	49	Trolls	Fox	$9,674	-56.6%	21	-48	$461	$153,694,574	$125	21
59	53	Resident Evil: The Final Chapter	SGem	$9,655	-45.7%	17	-28	$568	$26,828,040	$40	9
60	63	The Eagle Huntress	SPC	$9,309	-5.8%	12	-	$776	$3,128,761	-	21
61	-	Victor	CZ	$9,112	-	4	-	$2,278	$111,594	-	10
62	71	The Lure	Jan.	$7,253	+101.7%	4	-	$1,813	$83,375	-	8
63	62	Julieta	SPC	$6,851	-31.7%	12	-5	$571	$1,443,276	-	14
64	N	A Woman, a Part	Strand	$5,869	-	1	-	$5,869	$10,875	-	1
65	58	Under the Sea 3D	WB	$5,497	-59.0%	6	+1	$916	$35,302,505	-	424
66	69	To the Arctic (IMAX)	WB	$5,456	+16.1%	2	+1	$2,728	$14,483,011	-	236
67	50	Bluebeard	WGUSA	$5,347	-74.8%	6	-8	$891	$39,745	-	2
68	61	Elle	SPC	$5,244	-52.8%	6	-5	$874	$2,325,009	-	20
69	59	Donald Cried	Orch.	$5,032	-60.2%	9	-8	$559	$43,042	-	4
70	60	Jackie	FoxS	$3,996	-68.2%	14	-11	$285	$13,949,935	-	17
71	67	The Oscar Nominated Short Films 2017	Shrts.	$3,974	-22.8%	6	-1	$662	$2,833,441	-	7
72	96	The Daughter	KL	$3,542	+849.6%	2	-	$1,771	$26,376	-	9
73	-	Keep Quiet	KL	$3,143	-	2	-	$1,572	$48,966	-	6
74	68	Love & Taxes	Abr.	$2,789	-44.0%	2	-2	$1,395	$22,775	-	4
75	75	Born to Be Wild (IMAX)	WB	$2,440	-12.2%	8	+1	$305	$25,255,862	-	312
76	76	Island of Lemurs: Madagascar (IMAX)	WB	$1,909	-27.3%	2	-1	$955	$10,708,550	-	156
77	70	Mr. Gaga: A True Story of Love and Dance	Abr.	$1,750	-61.5%	4	-1	$438	$159,511	-	8
78	65	Tickling Giants	Sarkasmos	$1,750	-78.6%	1	-	$1,750	$36,718	-	2
79	78	The Son of Joseph	KL	$1,504	-33.0%	1	-2	$1,504	$24,705	-	26
80	95	Suntan	Strand	$1,367	+218.6%	1	-	$1,367	$5,083	-	3
81	80	The Dark Below	PDF	$1,345	-37.3%	1	-2	$1,345	$5,758	-	3
82	56	Bitter Harvest	RAtt.	$1,344	-91.0%	5	-15	$269	$555,518	-	5
83	72	The Trouble with Terkel (2017)	Indic.	$1,310	-62.7%	2	-	$655	$107,284	-	8
84	88	My Scientology Movie	Magn.	$1,296	-9.6%	5	+1	$259	$18,574	-	3
85	81	The Grace of Jake	Indic.	$1,219	-35.1%	2	-	$610	$18,767	-	8
86	73	Contemporary Color	Osci.	$1,134	-62.9%	2	-3	$567	$11,655	-	4
87	92	Massacre on Aisle 12	Indic.	$1,094	+23.2%	3	+1	$365	$15,163	-	9
88	84	Journey to the South Pacific	Imax	$1,069	-35.2%	2	-1	$535	$7,216,687	-	164
89	94	Hubble 3D	WB	$764	+33.3%	2	-3	$382	$51,810,398	-	367
90	-	Sophie and the Rising Sun	Mont.	$754	-	2	-	$377	$29,059	-	10
91	74	Tim Timmerman, Hope of America	Purd.	$628	-78.5%	2	-5	$314	$87,190	-	4
92	-	Space Station 3-D (IMAX)	Imax	$561	-	2	-	$281	$93,266,719	-	758
93	-	Lovesong	Strand	$482	-	3	-	$161	$8,157	-	6
94	91	Pelle the Conqueror (2017 re-release)	FM	$353	-63.8%	2	-	$177	$8,718	-	5
95	-	No Home Movie	Icar.	$250	-	1	-	$250	$31,647	-	34
96	98	Staying Vertical	Strand	$249	-26.3%	1	-	$249	$11,124	-	10
97	N	The Levelling	Mont.	$160	-	1	-	$160	$160	-	1
98	103	Apprentice	FM	$52	-51.4%	1	-1	$52	$1,678	-	4
