1	N	Split	Uni.	$40,010,975	-	3,038	-	$13,170	$40,010,975	$9	1
2	N	xXx: The Return of Xander Cage	Par.	$20,130,142	-	3,651	-	$5,514	$20,130,142	$85	1
3	1	Hidden Figures	Fox	$15,721,606	-24.6%	3,416	+130	$4,602	$83,710,357	$25	5
4	3	Sing	Uni.	$9,003,780	-36.8%	3,193	-500	$2,820	$249,328,975	$75	5
5	2	La La Land	LG/S	$8,427,583	-42.0%	1,865	+17	$4,519	$89,758,080	$30	7
6	5	Rogue One: A Star Wars Story	BV	$7,210,470	-46.5%	2,603	-559	$2,770	$512,376,033	$200	6
7	7	Monster Trucks	Par.	$7,072,602	-35.4%	3,119	-	$2,268	$22,684,156	-	2
8	6	Patriots Day	LGF	$5,753,016	-50.5%	3,120	-	$1,844	$23,392,961	$45	5
9	8	Sleepless	ORF	$3,453,212	-58.6%	1,803	-	$1,915	$14,940,116	-	2
10	4	The Bye Bye Man	STX	$3,430,655	-74.6%	2,220	-	$1,545	$19,990,285	$7.4	2
11	N	The Founder	Wein.	$3,404,102	-	1,115	-	$3,053	$3,405,368	-	1
12	12	Moana	BV	$2,695,781	-37.5%	1,296	-551	$2,080	$236,970,483	-	9
13	10	Passengers (2016)	Sony	$2,247,012	-58.0%	1,556	-891	$1,444	$94,480,200	$110	5
14	15	Lion	Wein.	$1,765,427	-23.0%	575	-	$3,070	$16,347,957	$12	9
15	9	Underworld: Blood Wars	SGem	$1,738,855	-72.0%	1,466	-1,604	$1,186	$28,649,814	$35	3
16	11	Live By Night	WB	$1,718,017	-66.4%	2,822	-	$609	$9,385,366	-	5
17	26	20th Century Women	A24	$1,385,336	+338.5%	650	+621	$2,131	$2,311,978	-	4
18	14	Fences	Par.	$1,214,742	-55.9%	693	-649	$1,753	$48,714,426	$24	6
19	N	The Resurrection of Gavin Stone	BH Tilt	$1,206,771	-	890	-	$1,356	$1,206,771	-	1
20	16	Silence (2016)	Par.	$1,166,271	-41.2%	1,580	+833	$738	$5,174,972	-	5
21	13	Why Him?	Fox	$1,146,894	-68.1%	1,034	-943	$1,109	$58,012,352	$38	5
22	17	Manchester by the Sea	RAtt.	$948,910	-43.9%	543	-183	$1,748	$38,897,406	$9	10
23	19	Moonlight (2016)	A24	$593,851	-45.8%	489	-93	$1,214	$15,786,234	$4	14
24	20	Fantastic Beasts and Where To Find Them	WB	$430,343	-54.3%	302	-200	$1,425	$231,708,335	$180	10
25	21	Jackie	FoxS	$379,428	-48.7%	239	-114	$1,588	$11,282,268	-	8
26	18	Assassin's Creed	Fox	$337,796	-75.7%	323	-645	$1,046	$53,820,752	$125	5
27	24	Trolls	Fox	$336,179	-19.4%	243	-19	$1,383	$152,378,018	$125	12
28	22	Arrival	Par.	$321,411	-41.8%	180	-67	$1,786	$95,671,043	$47	11
29	N	Sailor Moon R: The Movie	Elev.	$253,490	-	145	-	$1,748	$253,490	-	1
30	25	Dangal	UTV	$196,177	-47.4%	62	-33	$3,164	$12,204,360	-	5
31	29	Doctor Strange	BV	$134,795	-34.8%	132	-30	$1,021	$231,480,175	$165	12
32	34	Paterson	BST	$130,486	+30.7%	38	+24	$3,434	$546,983	-	4
33	27	Elle	SPC	$110,064	-59.2%	143	-66	$770	$1,586,300	-	11
34	32	Julieta	SPC	$91,513	-24.7%	40	+11	$2,288	$673,149	-	5
35	33	Office Christmas Party	Par.	$82,734	-27.7%	139	-2	$595	$54,730,947	$45	7
36	30	Collateral Beauty	WB (NL)	$80,749	-59.9%	121	-133	$667	$30,702,001	$36	6
37	31	Hacksaw Ridge	LGF	$78,148	-41.6%	125	-47	$625	$65,489,586	$40	12
38	36	The Eagle Huntress	SPC	$67,102	-29.9%	74	-8	$907	$2,742,635	-	12
