1	N	The Hitman's Bodyguard	LG/S	$21,384,504	-	3,377	-	$6,332	$21,384,504	$30	1
2	1	Annabelle: Creation	WB (NL)	$15,612,680	-55.4%	3,542	+40	$4,408	$64,156,901	$15	2
3	N	Logan Lucky	BST	$7,600,036	-	3,031	-	$2,507	$7,600,036	$29	1
4	2	Dunkirk	WB	$6,614,385	-39.2%	3,271	-491	$2,022	$165,422,464	$100	5
5	3	The Nut Job 2: Nutty by Nature	ORF	$5,092,344	-39.0%	4,003	-	$1,272	$17,675,989	$40	2
6	6	The Emoji Movie	Sony	$4,441,028	-31.2%	2,791	-428	$1,591	$71,858,380	$50	4
7	7	Spider-Man: Homecoming	Sony	$4,256,367	-29.3%	2,341	-266	$1,818	$314,057,748	$175	7
8	5	Girls Trip	Uni.	$3,911,300	-39.5%	2,010	-293	$1,946	$104,053,445	$19	5
9	4	The Dark Tower	Sony	$3,788,669	-51.6%	3,143	-308	$1,205	$41,673,047	$60	3
10	20	Wind River	Wein.	$2,975,732	+378.0%	694	+649	$4,288	$4,089,001	$11	3
11	8	Kidnap (2017)	Aviron	$2,961,475	-41.9%	2,345	-73	$1,263	$24,527,158	$21	3
12	9	The Glass Castle	LGF	$2,549,459	-45.5%	1,461	-	$1,745	$9,705,840	-	2
13	10	Atomic Blonde	Focus	$2,179,190	-51.4%	1,628	-465	$1,339	$47,158,045	$30	4
14	12	Despicable Me 3	Uni.	$2,073,810	-33.7%	1,551	-462	$1,337	$251,774,330	$80	8
15	11	War for the Planet of the Apes	Fox	$2,010,898	-44.2%	1,608	-490	$1,251	$140,958,101	$150	6
16	15	Wonder Woman	WB	$1,092,338	-24.5%	803	-158	$1,360	$404,000,714	$149	12
17	14	The Big Sick	LGF	$1,001,010	-31.6%	618	-91	$1,620	$38,066,440	-	9
18	13	Detroit	Annapurna	$856,766	-70.3%	1,428	-1,579	$600	$15,525,229	$34	4
19	16	Baby Driver	TriS	$856,054	-40.6%	683	-182	$1,253	$101,689,495	$34	8
20	19	Toilet: Ek Prem Katha	Relbig.	$397,940	-41.3%	145	-33	$2,744	$1,387,499	-	2
21	17	Valerian and the City of a Thousand Planets	STX	$397,019	-56.0%	465	-320	$854	$39,227,747	$177.2	5
22	18	An Inconvenient Sequel: Truth to Power	Par.	$331,007	-59.4%	514	-42	$644	$3,024,656	$1	4
23	33	Ingrid Goes West	Neon	$267,385	+97.6%	26	+23	$10,284	$440,503	-	2
24	22	A Taxi Driver	WGUSA	$256,789	-22.6%	41	-	$6,263	$833,339	-	2
25	23	Cars 3	BV	$249,148	-24.5%	247	-61	$1,009	$148,772,915	-	10
26	28	Menashe	A24	$216,010	+25.2%	86	+39	$2,512	$701,192	-	4
27	24	Step (2017)	FoxS	$206,195	-22.6%	306	+121	$674	$810,448	-	3
28	21	Wolf Warrior 2	HC	$193,787	-53.1%	50	-2	$3,876	$2,337,650	$30.1	4
29	26	Guardians of the Galaxy Vol. 2	BV	$187,598	-27.0%	195	-15	$962	$389,194,993	$200	16
30	37	Pirates of the Caribbean: Dead Men Tell No Tales	BV	$185,109	+66.9%	184	+59	$1,006	$171,812,041	$230	13
31	25	Transformers: The Last Knight	Par.	$175,779	-33.6%	224	-31	$785	$130,104,634	$217	9
32	N	Fairy Tail: Dragon Cry	FUN	$169,203	-	292	-	$579	$519,461	-	1
33	31	47 Meters Down	ENTMP	$166,324	+11.0%	146	-27	$1,139	$43,600,390	$5.5	10
34	36	Good Time	A24	$165,441	+32.2%	20	+16	$8,272	$341,404	-	2
35	44	Brigsby Bear	SPC	$142,218	+178.2%	408	+371	$349	$337,985	-	4
36	29	Maudie	SPC	$110,320	-32.5%	124	-39	$890	$5,624,698	-	19
37	32	Captain Underpants: The First Epic Movie	Fox	$93,118	-36.1%	157	-21	$593	$73,339,459	$38	12
38	34	The House	WB (NL)	$88,313	-32.1%	138	-10	$640	$25,469,904	$40	8
39	42	The Only Living Boy in New York	RAtt.	$86,022	+58.0%	66	+51	$1,303	$163,145	-	2
40	N	The Adventurers	WGUSA	$68,614	-	17	-	$4,036	$68,614	-	1
41	N	Patti Cake$	FoxS	$67,599	-	14	-	$4,829	$67,599	-	1
42	50	The Trip to Spain	IFC	$64,414	+57.6%	19	+16	$3,390	$123,008	-	2
43	27	Once Upon A Time	WGUSA	$57,746	-76.9%	44	-7	$1,312	$415,648	-	2
44	30	The Battleship Island	CJ	$53,687	-64.2%	22	-16	$2,440	$1,044,255	-	4
45	35	Landline	Magn.	$46,707	-64.1%	63	-74	$741	$857,581	-	5
46	46	Columbus	INDEP	$42,518	-5.2%	12	+5	$3,543	$150,829	-	3
47	45	A Beautiful Planet	Imax	$42,375	-9.4%	16	-	$2,648	$11,976,334	-	69
48	48	Megan Leavey	BST	$40,761	-3.9%	59	-16	$691	$13,113,857	-	11
49	43	The Midwife	MBox	$39,540	-24.5%	39	-4	$1,014	$402,918	-	5
50	38	Lady Macbeth	RAtt.	$36,183	-56.4%	86	-33	$421	$1,007,729	-	6
51	53	Rough Night	Sony	$33,379	-1.6%	77	-108	$433	$22,062,200	$20	10
52	41	The Little Hours	G&S	$33,290	-44.1%	39	-21	$854	$1,509,962	-	8
53	39	Wish Upon	BG	$33,106	-59.2%	44	-71	$752	$14,053,908	$12	6
54	N	Crown Heights	IFC	$30,173	-	3	-	$10,058	$30,173	-	1
55	N	Gook	Gold.	$27,044	-	2	-	$13,522	$27,044	-	1
56	47	Whose Streets?	Magn.	$25,331	-42.2%	27	+3	$938	$91,446	-	2
57	61	Walk With Me	Gathr	$23,096	+132.5%	3	+2	$7,699	$36,082	-	2
58	49	A Ghost Story	A24	$23,059	-44.8%	39	-18	$591	$1,513,209	$0.1	7
59	N	Marjorie Prime	FR	$20,668	-	6	-	$3,445	$20,668	-	1
60	54	The Boss Baby	Fox	$17,569	-32.9%	109	+22	$161	$174,920,381	-	21
61	N	Dave Made a Maze	Grav.	$17,135	-	17	-	$1,008	$17,135	-	1
62	51	Beatriz At Dinner	RAtt.	$16,614	-51.2%	25	-16	$665	$7,028,711	-	11
63	52	Lost in Paris	Osci.	$16,237	-52.2%	18	-7	$902	$507,515	-	10
64	58	Island of Lemurs: Madagascar (IMAX)	WB	$15,796	+15.7%	3	-1	$5,265	$10,822,676	-	177
65	56	The Hero	Orch.	$15,264	-31.0%	38	-5	$402	$3,997,646	-	11
66	57	The Women's Balcony	Men.	$11,606	-33.1%	12	-4	$967	$1,126,426	-	25
67	65	Journey to the South Pacific	Imax	$9,524	+18.7%	2	-	$4,762	$7,493,209	-	195
68	73	The Last Dalai Lama?	Mats.	$7,746	+51.9%	9	+4	$861	$71,708	-	7
69	59	We Love You, Sally Carmichael!	Purd.	$7,536	-43.0%	10	-1	$754	$79,963	-	3
70	69	Under the Sea 3D	WB	$6,530	-5.6%	4	-1	$1,633	$35,589,033	-	445
71	62	Paris Can Wait	SPC	$6,253	-34.5%	13	-3	$481	$5,598,731	-	15
72	N	Sidemen: Long Road to Glory	Abr.	$6,120	-	1	-	$6,120	$6,120	-	1
73	N	Lemon	Magn.	$5,957	-	2	-	$2,979	$5,957	-	1
74	63	13 Minutes	SPC	$5,733	-33.7%	17	-1	$337	$143,019	-	8
75	64	The Nile Hilton Incident	Strand	$5,633	-31.2%	2	-	$2,817	$20,235	-	2
