1	N	Logan	Fox	$88,411,916	-	4,071	-	$21,717	$88,411,916	$97	1
2	1	Get Out	Uni.	$28,236,285	-15.4%	2,938	+157	$9,611	$78,079,925	$4.5	2
3	N	The Shack	LG/S	$16,172,119	-	2,888	-	$5,600	$16,172,119	-	1
4	2	The LEGO Batman Movie	WB	$11,702,364	-39.1%	3,656	-401	$3,201	$148,684,165	$80	4
5	3	John Wick: Chapter Two	LG/S	$4,804,238	-48.7%	2,475	-479	$1,941	$82,945,210	-	4
6	N	Before I Fall	ORF	$4,690,214	-	2,346	-	$1,999	$4,690,214	-	1
7	7	Hidden Figures	Fox	$3,826,330	-34.1%	1,582	-440	$2,419	$158,766,769	$25	11
8	4	The Great Wall	Uni.	$3,627,020	-60.3%	2,314	-1,014	$1,567	$41,388,325	$150	3
9	5	Fifty Shades Darker	Uni.	$3,558,020	-54.3%	2,205	-1,011	$1,614	$109,985,335	$55	4
10	8	La La Land	LG/S	$2,986,489	-36.3%	1,411	-322	$2,117	$145,695,851	$30	13
11	6	Fist Fight	WB (NL)	$2,860,196	-56.5%	2,303	-882	$1,242	$28,286,371	-	3
12	11	Rock Dog	LG/S	$2,300,973	-37.9%	2,077	-	$1,108	$6,735,271	-	2
13	18	Moonlight (2016)	A24	$2,300,940	+227.2%	1,564	+979	$1,471	$25,153,321	$4	20
14	10	Lion	Wein.	$2,125,815	-44.5%	1,260	-542	$1,687	$46,516,365	$12	15
15	9	Split	Uni.	$2,091,660	-49.0%	1,126	-775	$1,858	$134,044,560	$9	7
16	12	A Dog's Purpose	Uni.	$1,760,665	-50.7%	1,494	-595	$1,178	$60,218,235	$22	6
17	N	Table 19	FoxS	$1,597,928	-	868	-	$1,841	$1,597,928	-	1
18	15	Moana	BV	$633,216	-23.5%	321	-57	$1,973	$246,885,618	-	15
19	20	A United Kingdom	FoxS	$632,123	+24.6%	271	+123	$2,333	$1,814,372	-	4
20	29	Ballerina (2017) [Canada Only]	EOne	$538,241	+197.2%	237	+160	$2,271	$984,743	-	2
21	16	I am Not Your Negro	Magn.	$475,801	-42.4%	235	-78	$2,025	$5,553,769	-	5
22	21	Sing	Uni.	$391,490	-19.8%	283	-108	$1,383	$268,175,830	$75	11
23	35	Why Him?	Fox	$341,598	+164.9%	99	-269	$3,450	$59,915,652	$38	11
24	17	Fences	Par.	$303,427	-60.9%	284	-313	$1,068	$57,115,212	$24	12
25	22	Manchester by the Sea	RAtt.	$262,184	-45.5%	387	-10	$677	$47,346,616	$9	16
26	32	The Salesman	Cohen	$251,036	+54.8%	115	+18	$2,183	$1,784,744	-	6
27	39	Kedi	Osci.	$237,008	+116.7%	55	+42	$4,309	$579,818	-	4
28	24	Rogue One: A Star Wars Story	BV	$223,941	-47.1%	165	-119	$1,357	$529,828,733	$200	12
29	40	Monster Trucks	Par.	$196,290	+81.4%	187	+37	$1,050	$33,038,182	-	8
30	13	Collide	ORF	$173,620	-88.5%	1,002	-1,043	$173	$2,196,654	-	2
31	49	Hacksaw Ridge	LGF	$157,287	+182.7%	107	+47	$1,470	$67,115,062	$40	18
32	19	Rings	Par.	$135,290	-80.3%	174	-545	$778	$27,610,588	$25	5
33	27	Passengers (2016)	Sony	$132,711	-45.4%	175	-112	$758	$99,193,459	$110	11
34	31	Fantastic Beasts and Where To Find Them	WB	$129,047	-23.4%	192	-18	$672	$233,680,642	$180	16
35	28	Bitter Harvest	RAtt.	$104,408	-52.4%	84	-43	$1,243	$402,216	-	2
36	23	The Oscar Nominated Short Films 2017	Shrts.	$98,609	-77.8%	70	-202	$1,409	$2,748,330	-	4
37	26	Arrival	Par.	$88,571	-63.9%	79	-364	$1,121	$100,501,349	$47	17
38	30	The Founder	Wein.	$68,251	-59.9%	78	-83	$875	$12,486,794	-	7
39	48	Sleepless	ORF	$65,913	+14.6%	101	+19	$653	$20,757,977	-	8
40	25	Everybody Loves Somebody	PNT	$60,822	-83.5%	60	-273	$1,014	$1,824,864	-	3
41	43	Paterson	BST	$59,341	-26.9%	44	-11	$1,349	$1,798,719	-	10
42	36	Toni Erdmann	SPC	$58,280	-52.8%	63	-49	$925	$1,281,995	-	11
43	33	Patriots Day	LGF	$56,456	-60.9%	84	-73	$672	$31,856,991	$45	11
44	38	Jackie	FoxS	$53,419	-51.3%	70	-42	$763	$13,842,478	-	14
45	N	Tim Timmerman, Hope of America	Purd.	$50,604	-	12	-	$4,217	$50,604	-	1
