1	1	Dunkirk	WB	$26,611,130	-47.3%	3,748	+28	$7,100	$101,317,350	$100	2
2	N	The Emoji Movie	Sony	$24,531,923	-	4,075	-	$6,020	$24,531,923	$50	1
3	2	Girls Trip	Uni.	$19,646,305	-37.0%	2,648	+57	$7,419	$65,085,525	$19	2
4	N	Atomic Blonde	Focus	$18,286,420	-	3,304	-	$5,535	$18,286,420	$30	1
5	3	Spider-Man: Homecoming	Sony	$13,261,372	-40.1%	3,625	-505	$3,658	$278,168,177	$175	4
6	4	War for the Planet of the Apes	Fox	$10,472,252	-49.9%	3,374	-726	$3,104	$118,784,881	$150	3
7	6	Despicable Me 3	Uni.	$7,592,560	-41.6%	3,030	-495	$2,506	$230,292,465	$80	5
8	5	Valerian and the City of a Thousand Planets	STX	$6,360,085	-62.6%	3,553	-	$1,790	$30,186,232	$177.2	2
9	7	Baby Driver	TriS	$3,971,018	-34.6%	1,961	-542	$2,025	$91,967,206	$34	5
10	9	Wonder Woman	WB	$3,340,667	-27.5%	1,651	-320	$2,023	$395,244,373	$149	9
11	8	The Big Sick	LGF	$3,177,951	-36.5%	1,589	-1,008	$2,000	$30,222,605	-	6
12	11	Cars 3	BV	$956,031	-50.2%	861	-433	$1,110	$146,384,124	-	7
13	10	Wish Upon	BG	$950,553	-61.6%	907	-1,247	$1,048	$12,929,465	$12	3
14	12	Transformers: The Last Knight	Par.	$557,519	-52.3%	538	-487	$1,036	$128,791,998	$217	6
15	23	A Ghost Story	A24	$368,289	+168.1%	329	+286	$1,119	$927,508	$0.1	4
16	N	Detroit	Annapurna	$350,190	-	20	-	$17,510	$350,190	$34	1
17	16	Maudie	SPC	$331,974	-15.1%	228	-5	$1,456	$4,650,614	-	16
18	N	Mubarakan	Sony	$310,170	-	128	-	$2,423	$310,170	-	1
19	13	Captain Underpants: The First Epic Movie	Fox	$297,460	-35.5%	267	-24	$1,114	$72,456,066	$38	9
20	17	Guardians of the Galaxy Vol. 2	BV	$277,201	-23.9%	231	-37	$1,200	$387,764,608	$200	13
21	N	Wolf Warrior 2	HC	$219,022	-	53	-	$4,132	$219,022	$30.1	1
22	19	Pirates of the Caribbean: Dead Men Tell No Tales	BV	$209,249	-15.5%	210	-19	$996	$171,001,410	$230	10
23	14	47 Meters Down	ENTMP	$195,314	-55.3%	240	-209	$814	$42,705,624	$5.5	7
24	15	The House	WB (NL)	$193,334	-55.0%	225	-228	$859	$24,908,762	$40	5
25	20	The Mummy (2017)	Uni.	$188,760	-13.1%	184	-30	$1,026	$79,718,455	$125	8
26	25	Lady Macbeth	RAtt.	$175,948	+40.3%	104	+64	$1,692	$463,914	-	3
27	34	Landline	Magn.	$127,558	+142.7%	38	+34	$3,357	$201,457	-	2
28	N	An Inconvenient Sequel: Truth to Power	Par.	$124,823	-	4	-	$31,206	$124,823	$1	1
29	21	The Little Hours	G&S	$119,022	-30.2%	96	-18	$1,240	$1,194,209	-	5
30	24	The Boss Baby	Fox	$96,578	-29.7%	149	-14	$648	$174,663,989	-	18
31	18	The Beguiled (2017)	Focus	$93,845	-63.6%	144	-187	$652	$10,422,694	-	6
32	41	The Midwife	MBox	$79,536	+272.7%	28	+25	$2,841	$113,210	-	2
33	27	Beatriz At Dinner	RAtt.	$65,987	-43.0%	77	-39	$857	$6,839,012	-	8
34	22	The Hero	Orch.	$64,175	-54.6%	102	-89	$629	$3,851,101	-	8
35	N	Menashe	A24	$62,078	-	3	-	$20,693	$62,078	-	1
36	N	The Battleship Island	CJ	$59,344	-	1	-	$59,344	$59,344	-	1
37	33	A Beautiful Planet	Imax	$56,614	-0.5%	15	-	$3,774	$11,660,121	-	66
38	31	Lost in Paris	Osci.	$55,497	-4.9%	41	-2	$1,354	$327,845	-	7
39	39	All Eyez on Me	LG/S	$49,734	+65.6%	94	+32	$529	$44,892,121	$40	7
40	29	Alien: Covenant	Fox	$43,060	-36.2%	98	-5	$439	$74,154,523	$97	11
41	N	Brigsby Bear	SPC	$39,652	-	3	-	$13,217	$39,652	-	1
42	38	The Women's Balcony	Men.	$30,518	-11.5%	22	-2	$1,387	$1,031,466	-	22
43	32	Paris Can Wait	SPC	$30,435	-46.5%	44	-22	$692	$5,521,575	-	12
44	36	Megan Leavey	BST	$24,724	-42.0%	46	-41	$537	$12,872,110	-	8
45	35	Endless Poetry	Abk.	$22,005	-54.2%	18	+4	$1,223	$107,174	-	3
46	40	Rough Night	Sony	$20,486	-15.2%	46	-17	$445	$21,906,917	$20	7
47	26	Jagga Jasoos	UTV	$19,636	-83.4%	31	-76	$633	$854,064	-	3
48	55	13 Minutes	SPC	$18,115	+56.8%	18	-1	$1,006	$100,812	-	5
49	49	Diary of a Wimpy Kid: The Long Haul	Fox	$15,520	+6.2%	36	-11	$431	$20,708,300	$22	11
50	43	The Exception	A24	$14,676	-26.1%	11	-17	$1,334	$679,216	-	9
51	42	City of Ghosts	IFC	$12,674	-39.6%	18	-	$704	$101,635	-	4
52	44	Gifted	FoxS	$12,065	-30.0%	21	-5	$575	$24,759,495	$7	17
53	N	Person To Person	Magn.	$11,852	-	3	-	$3,951	$11,852	-	1
54	51	Journey to the South Pacific	Imax	$11,245	-14.2%	3	-	$3,748	$7,426,648	-	192
55	45	It Comes At Night	A24	$11,205	-34.0%	23	-10	$487	$13,839,956	-	8
56	60	The Last Dalai Lama?	Mats.	$9,551	+61.6%	4	+2	$2,388	$40,755	-	4
57	48	Smurfs: The Lost Village	Sony	$9,439	-40.7%	27	-11	$350	$45,011,202	$60	17
58	47	The Journey	IFC	$9,305	-43.1%	7	-6	$1,329	$152,460	-	7
59	52	Love, Kennedy	Purd.	$9,192	-25.8%	17	+2	$541	$331,300	-	9
60	-	Rumble: The Indians Who Rocked The World	KL	$8,914	-	2	-	$4,457	$33,667	-	11
61	54	Letters from Baghdad	Vita.	$8,292	-30.6%	10	-3	$829	$293,682	-	9
62	64	Pop Aye	KL	$7,136	+74.8%	4	-	$1,784	$49,465	-	5
63	46	The B-Side: Elsa Dorfman's Portrait Photography	Neon	$6,562	-60.6%	21	-4	$312	$112,326	-	5
64	57	Under the Sea 3D	WB	$6,461	-11.4%	4	-1	$1,615	$35,542,353	-	442
65	53	My Cousin Rachel	FoxS	$5,604	-53.8%	16	-5	$350	$2,711,003	-	8
66	50	Marie Curie: The Courage of Knowledge	Society	$5,420	-61.6%	7	-4	$774	$110,226	-	5
