1	N	The Dark Tower	Sony	$19,153,698	-	3,451	-	$5,550	$19,153,698	$60	1
2	1	Dunkirk	WB	$17,135,246	-35.6%	4,014	+266	$4,269	$133,090,984	$100	3
3	2	The Emoji Movie	Sony	$12,005,409	-51.1%	4,075	-	$2,946	$49,107,113	$50	2
4	3	Girls Trip	Uni.	$11,401,495	-42.0%	2,582	-66	$4,416	$85,426,515	$19	3
5	N	Kidnap (2017)	Aviron	$10,016,323	-	2,378	-	$4,212	$10,016,323	$21	1
6	5	Spider-Man: Homecoming	Sony	$8,845,978	-33.3%	3,116	-509	$2,839	$294,953,754	$175	5
7	4	Atomic Blonde	Focus	$8,157,555	-55.4%	3,326	+22	$2,453	$34,037,930	$30	2
8	16	Detroit	Annapurna	$7,125,601	+1,934.8%	3,007	+2,987	$2,370	$7,641,083	$34	2
9	6	War for the Planet of the Apes	Fox	$6,169,134	-41.1%	2,704	-670	$2,281	$130,449,389	$150	4
10	7	Despicable Me 3	Uni.	$5,429,735	-28.5%	2,445	-585	$2,221	$240,920,645	$80	6
11	9	Baby Driver	TriS	$2,573,956	-35.2%	1,424	-537	$1,808	$97,074,886	$34	6
12	8	Valerian and the City of a Thousand Planets	STX	$2,395,377	-62.3%	1,795	-1,758	$1,334	$36,137,260	$177.2	3
13	10	Wonder Woman	WB	$2,286,334	-31.6%	1,307	-344	$1,749	$399,432,413	$149	10
14	11	The Big Sick	LGF	$2,163,021	-31.9%	1,005	-584	$2,152	$33,927,449	-	7
15	N	Jab Harry Met Sejal	Yash	$1,284,740	-	280	-	$4,588	$1,284,740	-	1
16	28	An Inconvenient Sequel: Truth to Power	Par.	$961,193	+670.0%	180	+176	$5,340	$1,113,564	$1	2
17	12	Cars 3	BV	$539,750	-43.5%	477	-384	$1,132	$147,620,695	-	8
18	21	Wolf Warrior 2	HC	$506,961	+131.5%	32	-21	$15,843	$1,110,380	$30.1	2
19	20	Guardians of the Galaxy Vol. 2	BV	$453,768	+63.7%	252	+21	$1,801	$388,399,203	$200	14
20	-	Our President	CJ	$384,965	-	41	-	$9,389	$507,268	-	8
21	13	Wish Upon	BG	$314,485	-66.9%	345	-562	$912	$13,774,274	$12	4
22	14	Transformers: The Last Knight	Par.	$302,214	-45.8%	322	-216	$939	$129,393,527	$217	7
23	23	47 Meters Down	ENTMP	$289,252	+48.1%	411	+171	$704	$43,109,621	$5.5	8
24	17	Maudie	SPC	$253,833	-23.5%	187	-41	$1,357	$5,109,733	-	17
25	27	Landline	Magn.	$226,812	+77.8%	143	+105	$1,586	$489,940	-	3
26	19	Captain Underpants: The First Epic Movie	Fox	$207,493	-30.2%	229	-38	$906	$72,866,165	$38	10
