47	45	Letters from Baghdad	Vita.	$16,364	-17.0%	4	+2	$4,091	$45,060	-	2
48	51	Restless Creature: Wendy Whelan	Abr.	$14,949	+9.1%	6	+2	$2,492	$83,029	-	3
49	47	Colossal	Neon	$14,335	-25.6%	31	-22	$462	$3,011,920	-	10
50	93	Abacus: Small Enough to Jail	PBS	$12,428	+592.8%	5	+4	$2,486	$50,465	-	4
51	40	Obit.	KL	$10,725	-63.5%	14	-8	$766	$258,299	-	23
52	44	The Exception	A24	$10,529	-50.7%	2	-	$5,265	$43,648	-	2
53	52	Stalker (2017 re-release)	Jan.	$10,156	-17.6%	3	-1	$3,385	$164,141	-	6
54	49	Your Name.	FUN	$9,965	-42.6%	12	-6	$830	$4,953,634	-	10
55	55	Our President	CJ	$9,722	+3.2%	1	-	$9,722	$22,744	-	2
56	54	Kedi	Osci.	$8,865	-13.6%	8	-2	$1,108	$2,706,072	-	18
57	96	Alive and Kicking	Magn.	$8,818	+580.4%	7	+5	$1,260	$66,682	-	10
58	57	Manifesto (2017)	FR	$7,647	-15.6%	9	+1	$850	$78,083	-	5
59	70	Journey to the South Pacific	Imax	$7,274	+94.9%	2	-1	$3,637	$7,289,867	-	185
60	42	Beautiful Accident	CL	$5,942	-77.0%	6	-9	$990	$46,258	-	2
61	94	Radio Dreams	Mats.	$5,777	+238.4%	5	+4	$1,155	$14,186	-	2
62	-	Dawson City: Frozen Time	KL	$5,713	-	1	-	$5,713	$5,713	-	37
63	61	Like Crazy (2017)	Strand	$5,640	-21.6%	9	+1	$627	$95,055	-	6
64	43	God of War	WGUSA	$5,526	-76.9%	5	-22	$1,105	$43,374	-	2
65	53	Jeremiah Tower	Orch.	$5,161	-52.3%	19	-11	$272	$211,229	-	8
66	82	Donnie Darko (2017 Re-Release)	Arrow	$5,038	+113.6%	6	+1	$840	$192,169	-	11
67	77	Under the Sea 3D	WB	$4,111	+40.7%	10	+2	$411	$35,443,273	-	435
68	60	Citizen Jane	IFC	$3,555	-56.6%	11	+1	$323	$291,303	-	8
69	N	I Love You Both	Magn.	$3,236	-	7	-	$462	$3,236	-	1
70	67	Hermia & Helena	KL	$3,014	-25.2%	4	+2	$754	$31,116	-	3
71	-	Sacred	Argo.	$2,973	-	1	-	$2,973	$13,274	-	6
72	72	Born to Be Wild (IMAX)	WB	$2,927	-13.0%	10	-2	$293	$25,402,455	-	323
73	68	The Commune	Magn.	$2,842	-26.3%	3	-8	$947	$35,844	-	4
74	62	Chasing Trane: The John Coltrane Documentary	Abr.	$2,551	-63.0%	8	-3	$319	$280,326	-	9
75	63	David Lynch: The Art Life	Jan.	$2,418	-64.4%	3	-	$806	$165,548	-	11
76	N	Miles	Free	$2,147	-	2	-	$1,074	$2,147	-	1
77	75	The Wall	RAtt.	$2,087	-33.9%	7	-3	$298	$1,801,546	-	5
78	84	Harold and Lillian: A Hollywood Love Story	Zeit.	$2,020	-9.2%	4	-1	$505	$42,432	-	7
79	66	Cezanne et moi	Magn.	$1,790	-61.0%	2	-1	$895	$247,932	-	11
80	71	The Dinner	Orch.	$1,753	-51.0%	5	-5	$351	$1,322,778	-	6
81	N	Night School (2017)	Osci.	$1,588	-	1	-	$1,588	$1,588	-	1
82	78	This Is Not What I Expected	WGUSA	$1,413	-49.8%	1	-1	$1,413	$334,985	-	6
83	74	Bang! The Bert Berns Story	Abr.	$1,243	-60.9%	2	-2	$622	$59,299	-	7
84	91	The Death of Louis XIV	CGld	$1,205	-38.6%	3	+1	$402	$36,807	-	11
85	79	Frantz	MBox	$1,196	-56.3%	4	-1	$299	$875,896	-	13
86	65	Maurice (2017 reissue)	Cohen	$1,092	-80.2%	1	-1	$1,092	$35,111	-	4
87	80	Risk	Neon	$1,037	-61.2%	5	-1	$207	$196,507	-	6
88	56	Hidden Figures	Fox	$971	-89.4%	5	-8	$194	$169,338,623	$25	25
89	108	Slack Bay	KL	$961	+357.6%	2	-	$481	$48,538	-	14
90	64	The Recall	Free	$901	-86.3%	4	-3	$225	$10,451	-	2
91	69	Champion	AAE	$896	-76.5%	5	-	$179	$154,718	-	4
92	97	Phoenix Forgotten	CLF	$815	+0.2%	3	+2	$272	$3,599,570	$2.8	8
93	105	Space Station 3-D (IMAX)	Imax	$638	+106.5%	2	+1	$319	$93,285,185	-	773
94	109	Soul on a String	FM	$632	+2,909.5%	2	+1	$316	$2,881	-	4
95	-	Swept Away (2017 re-release)	KL	$624	-	2	-	$312	$7,876	-	9
96	99	Seven Beauties (2017 re-release)	KL	$524	-16.2%	2	+1	$262	$11,962	-	9
97	59	Chuck	IFC	$508	-93.9%	6	-24	$85	$320,725	-	6
98	85	Leon Morin, Priest (2017 re-release)	Rialto	$400	-81.6%	1	-	$400	$40,998	-	5
99	86	Hubble 3D	WB	$385	-82.1%	4	-	$96	$51,852,100	-	378
100	92	Afterimage	FM	$188	-89.6%	1	-4	$188	$28,188	-	4
101	101	After the Storm	FM	$182	-62.7%	2	-1	$91	$258,323	-	13
102	-	A Woman, a Part	Strand	$127	-	1	-	$127	$23,562	-	12
103	102	Tomorrow	UTMW	$104	-77.8%	1	-1	$104	$41,300	-	14
104	104	The King's Case Note	CJ	$99	-69.6%	1	-	$99	$90,899	-	7
105	89	Graduation	IFC	$90	-95.6%	2	-	$45	$175,975	-	10
106	-	The Transfiguration	Strand	$73	-	1	-	$73	$19,526	-	10
107	90	Personal Shopper	IFC	$40	-98.0%	2	-1	$20	$1,305,195	-	14
